"teaching_number","title","date","year"
"1798","ELDERLY STATUS","Jun. 10, 1992","1992"
"1799","A PERSPECTIVE ON LIFE","Jun. 11, 1992","1992"
"1800","TEACHINGS ARE THE BRIDGE","Jun. 13, 1992","1992"
"1801","RANDOM KINDNESS…","Jun. 14, 1992","1992"
"1802","IF, WITH ALL YOUR HEART…","Jun. 16, 1992","1992"
"1803","CHANGE OF SCENE","Jun. 19, 1992","1992"
"1804","PAUL AND TRANS WORLD","Jun. 20, 1992","1992"
"1805","LIFE… HERE AND THERE","Jun. 23, 1992","1992"
"1806","BRUTALITY","Jun. 25, 1992","1992"
"1807","THE HOLY MEAL","Jun. 28, 1992","1992"
"1808","ALMIGHTY…","Jun. 30, 1992","1992"
"1809","ADDICTION","Jul. 02, 1992","1992"
"1810","TO DIE… WHEN?","Jul. 03, 1992","1992"
"1811","MY FULL GOSPEL","Jul. 05, 1992","1992"
"1812","PERSPECTIVES ON DEATH, YET AGAIN","Jul. 08, 1992","1992"
"1813","ECUMENISM","Jul. 11, 1992","1992"
"1814","THE IMPORTANCE OF GRACE","Jul. 14, 1992","1992"
"1815","MARY AND MARTHA","Jul. 17, 1992","1992"
"1816","GOD WILL PUNISH?!","Jul. 18, 1992","1992"
"1817","GOD WILL PUNISH?!","Jul. 21, 1992","1992"
"1818","LISTEN!... AND I WILL HELP","Jul. 24, 1992","1992"
"1819","WE SOW OUR SEED…","Jul. 26, 1992","1992"
"1820","A TIME TO PONDER","Jul. 27, 1992","1992"
"1821","SOME MORE THOUGHTS ON EVIL","Jul. 29, 1992","1992"
"1822","DISCOMFORT!","Aug. 01, 1992","1992"
"1823","THE HOLY MEAL","Aug. 05, 1992","1992"
"1824","SPIRITUAL HEALTH","Aug. 07, 1992","1992"
"1825","IN SPIRIT THERE IS STRENGTH","Aug. 11, 1992","1992"
"1826","SPIRIT IN A GROUP","Aug. 14, 1992","1992"
"1827","SPIRIT IS LIFE","Aug. 16, 1992","1992"
"1828","COMPROMISE","Aug. 18, 1992","1992"
"1829","MODERN LIFE, AGAIN","Aug. 21, 1992","1992"
"1830","SERMONS","Aug. 23, 1992","1992"
"1831","SATAN… AGAIN","Aug. 25, 1992","1992"
"1832","ARE YOU A PEASANT?","Aug. 28, 1992","1992"
"1833","AND THERE WAS A KING…","Aug. 30, 1992","1992"
"1834","DO YOU NEED ME, REALLY?","Sep. 01, 1992","1992"
"1835","RISE ABOVE","Sep. 04, 1992","1992"
"1836","THE POWER OF LOVE","Sep. 06, 1992","1992"
"1837","A MINISTRY","Sep. 08, 1992","1992"
"1838","LIFE IS A MYSTICAL DANCE","Sep. 11, 1992","1992"
"1839","LIFE IS VANITY?","Sep. 12, 1992","1992"
"1840","CHOSEN… ELECTED… DESTINED","Sep. 16, 1992","1992"
"1841","“THE BOOK”","Sep. 18, 1992","1992"
"1842","THE SCRIPTURAL STORY…","Sep. 20, 1992","1992"
"1843","THE LIGHT OF LIFE","Sep. 24, 1992","1992"
"1844","COME INTO THE LIGHT","Sep. 25, 1992","1992"
"1845","BODY, MIND, AND SOUL","Sep. 27, 1992","1992"
"1846","IN SEARCH OF TRUTH","Sep. 29, 1992","1992"
"1847","DO WINDS BLOW?","Oct. 01, 1992","1992"
"1848","A CONSERVATIVE LIBERAL STANCE","Oct. 03, 1992","1992"
"1849","AN UPDATE ON DRUGS","Oct. 05, 1992","1992"
"1850","TROUBLE?","Oct. 08, 1992","1992"
"1851","GOD AND HUMAN","Oct. 09, 1992","1992"
"1852","THE JOY OF AGING","Oct. 11, 1992","1992"
"1853","THANK YOU, LORD!","Oct. 12, 1992","1992"
"1854","BALANCING LIFE AND DEATH","Oct. 16, 1992","1992"
"1855","THE BUSYNESS OF LIFE","Oct. 18, 1992","1992"
"1856","LORD, IT’S HARD TO BE HUMBLE…","Oct. 21, 1992","1992"
"1857","… AND THE SMALL SHALL PROSPER…","Oct. 23, 1992","1992"
"1858","“… YOU HAVE TO WALK IT BY YOURSELF…”","Oct. 25, 1992","1992"
"1859","A LETTER FROM ANDY","Oct. 27, 1992","1992"
"1860","THE “RAPTURE”, AGAIN","Oct. 30, 1992","1992"
"1861","PRAY FOR…","Nov. 01, 1992","1992"
"1862","GOVERNING… AND PEOPLE","Nov. 03, 1992","1992"
"1863","DRUGS… AGAIN","Nov. 06, 1992","1992"
"1864","CHRISTIAN ECONOMICS?","Nov. 08, 1992","1992"
"1865","WHY CANCER?","Nov. 10, 1992","1992"
"1866","CANCER AND LIFE","Nov. 13, 1992","1992"
"1867","HEALTH IS COSTLY?","Nov. 15, 1992","1992"
"1868","GOVERNMENT AND “HEALTH CARE”","Nov. 17, 1992","1992"
"1869","SPIRIT IS","Nov. 22, 1992","1992"
"1870","THE BLESSEDNESS OF LIFE","Nov. 23, 1992","1992"
"1871","THERE ARE THOSE WHO HEAR…","Nov. 25, 1992","1992"
"1872","POLITICS AND SPIRIT","Nov. 26, 1992","1992"
"1873","A TRIP COMPLETED","Nov. 28, 1992","1992"
"1874","SPIRIT… AND… HEALTH","Dec. 03, 1992","1992"
"1875","THE SPIRITUAL IS GAINING","Dec. 05, 1992","1992"
"1876","A POLICE ACTION?","Dec. 07, 1992","1992"
"1877","A RESPITE","Dec. 11, 1992","1992"
"1878","‘TIS THE SEASON…","Dec. 13, 1992","1992"
"1879","A CHANCE TO PREACH","Dec. 16, 1992","1992"
"1880","IF I SHOULD COME TO EARTH…","Dec. 17, 1992","1992"
"1881","… AND WE’LL ALL LIVE FOREVERMORE…","Dec. 20, 1992","1992"
"1882","A LIFE REVIEW… EARLY","Dec. 23, 1992","1992"
"1883","LIFE AND DEATH AT CHRISTMAS","Dec. 26, 1992","1992"
"1884","A SERMON OPPORTUNITY","Dec. 27, 1992","1992"
"1885","MORE SERMON THOUGHTS","Dec. 29, 1992","1992"
"1886","IT’S A NEW YEAR… ”","Jan. 01, 1993","1993"
"1887","LOOKING AHEAD","Jan. 05, 1993","1993"
"1888","GIFTS","Jan. 08, 1993","1993"
"1889","YES, I DO CHOOSE","Jan. 09, 1993","1993"
"1890","WHEN LIFE GOES ON…","Jan. 12, 1993","1993"
"1891","I AM…","Jan. 14, 1993","1993"
"1892","A MIGHTY GOD AM I","Jan. 17, 1993","1993"
"1893","MY TEACHINGS, AS JESUS","Jan. 20, 1993","1993"
"1894","SINFUL CREATURES","Jan. 21, 1993","1993"
"1895","THIS EVIL WORLD","Jan. 23, 1993","1993"
"1896","A DIVERSE WORLD, CERTAINLY","Jan. 25, 1993","1993"
"1897","PURE IN HEART","Jan. 27, 1993","1993"
"1898","LIFE AS SEASONING","Jan. 29, 1993","1993"
"1899","RECONCILING","Jan. 31, 1993","1993"
"1900","YOU SAID IT… ABSOLUTELY!","Feb. 03, 1993","1993"
"1901","PRIORITIES FOR A NATION","Feb. 05, 1993","1993"
"1902","“SUNRISE”","Feb. 06, 1993","1993"
"1903","DEATHS… AND LIFE","Feb. 09, 1993","1993"
"1904","VIRTUES AS WELLSPRINGS","Feb. 10, 1993","1993"
"1905","MEDICINE AND CROSS-CRAWLS","Feb. 12, 1993","1993"
"1906","GRACE – THE SUPREME “BALANCER”","Feb. 14, 1993","1993"
"1907","BLESSED AND HAPPY","Feb. 17, 1993","1993"
"1908","MY MISSION IN THE EARTH","Feb. 18, 1993","1993"
"1909","WITHOUT ME?","Feb. 19, 1993","1993"
"1910","MY PERSISTENT PROVIDENCE","Feb. 21, 1993","1993"
"1911","GO AHEAD… BE A CRAZY CHRISTIAN!","Feb. 24, 1993","1993"
"1912","WHO’S TO BLAME?","Feb. 26, 1993","1993"
"1913","N.D.E.’S","Feb. 27, 1993","1993"
"1914","KARMA AND GRACE, AGAIN","Mar. 02, 1993","1993"
"1915","BOTH/AND, YET AGAIN","Mar. 03, 1993","1993"
"1916","YES AND NO","Mar. 07, 1993","1993"
"1917","CUMULATIVE GOODNESS","Mar. 09, 1993","1993"
"1918","BALANCING BLESSEDNESS?","Mar. 10, 1993","1993"
"1919","YOUR CULTURE… BOTH/AND RELIANCE","Mar. 12, 1993","1993"
"1920","A LOOK AT THE FUTURE","Mar. 14, 1993","1993"
"1921","BOTH/AND IS BALANCE…","Mar. 16, 1993","1993"
"1922","PRAYERS FOR…","Mar. 21, 1993","1993"
"1923","A CHANGE OF PLAN","Mar. 23, 1993","1993"
"1924","SOME THOUGHTS ON GROWTH","Mar. 24, 1993","1993"
"1925","DEATH AS TRANSFORMATION","Mar. 26, 1993","1993"
"1926","IMPATIENCE","Mar. 28, 1993","1993"
"1927","GOD’S LOVE IN NEPAL","Mar. 30, 1993","1993"
"1928","MINORITIES","Apr. 01, 1993","1993"
"1929","REFLECTIONS ON A FUNERAL","Apr. 03, 1993","1993"
"1930","ANNIVERSARY","Apr. 06, 1993","1993"
"1931","THOUGHTS ON THREE HEALTH ISSUES","Apr. 09, 1993","1993"
"1932","THE TIME OF EASTER","Apr. 10, 1993","1993"
"1933","I’M COMPROMISING","Apr. 12, 1993","1993"
"1934","SEEKING RIGHTEOUSNESS","Apr. 14, 1993","1993"
"1935","DISAPPOINTMENT","Apr. 16, 1993","1993"
"1936","ONE TASK AHEAD","Apr. 19, 1993","1993"
"1937","GIFTS","Apr. 22, 1993","1993"
"1938","CHRISTIAN THINKING","Apr. 23, 1993","1993"
"1939","PROPHESIES, AGAIN","Apr. 25, 1993","1993"
"1940","THE SERMON… AND MORE","Apr. 27, 1993","1993"
"1941","A SHARING OF GIFTS","Apr. 30, 1993","1993"
"1942","A REPRISE ON GIFTS","May. 02, 1993","1993"
"1943","SOME MORE REFLECTIONS ON THE WALK…","May. 05, 1993","1993"
"1944","JOHN AND PAUL","May. 07, 1993","1993"
"1945","BEING A WOMAN","May. 08, 1993","1993"
"1946","TO LIVE FULLY…","May. 09, 1993","1993"
"1947","A CALL… THE CALL","May. 10, 1993","1993"
"1948","“HERE BEGINNETH”, YET AGAIN","May. 11, 1993","1993"
"1949","VERIFICATION","May. 13, 1993","1993"
"1950","TIMES OF TRANSITION","May. 15, 1993","1993"
"1951","MINISTRIES","May. 17, 1993","1993"
"1952","GIVING IT AWAY","May. 19, 1993","1993"
"1953","I SPOKE: A SPECIAL PENTECOST","May. 20, 1993","1993"
"1954","SPIRIT AS COMFORTER","May. 22, 1993","1993"
"1955","PROPHESIES, AGAIN?","May. 26, 1993","1993"
"1956","CELEBRATION OF LIFE","May. 29, 1993","1993"
"1957","ANOTHER “BIRTHDAY” – PENTECOST","May. 30, 1993","1993"
"1958","CULTURE… SHOCK","Jun. 02, 1993","1993"
"1959","PERFECT… AND LESS THAN","Jun. 04, 1993","1993"
"1960","A DAY FOR SERMONS","Jun. 06, 1993","1993"
"1961","THE EARTH… AS IT IS TO YOU","Jun. 08, 1993","1993"
"1962","STUDYING THE O.T.","Jun. 10, 1993","1993"
"1963","AN UNEXPECTED OPPORTUNITY","Jun. 12, 1993","1993"
"1964","SOME MORE THOUGHTS ON MINISTRIES","Jun. 14, 1993","1993"
"1965","MINISTRIES SHOULD, FINALLY, = LIFE","Jun. 16, 1993","1993"
"1966","TRUTH IN THE O.T.","Jun. 18, 1993","1993"
"1967","ANOTHER PAIN","Jun. 19, 1993","1993"
"1968","THE STORIES… ARE YOURS…","Jun. 22, 1993","1993"
"1969","MINISTRIES AND MISSIONS","Jun. 24, 1993","1993"
"1970","SALVATION… AND FAITHFULNESS","Jun. 27, 1993","1993"
"1971","A LOOK AT THIS WORLD","Jun. 29, 1993","1993"
"1972","THE WAY OF SPIRIT","Jul. 03, 1993","1993"
"1973","INDEPENDENCE?","Jul. 04, 1993","1993"
"1974","TWO BOYS… AND SIN","Jul. 11, 1993","1993"
"1975","TRUTH VIA NOAH","Jul. 13, 1993","1993"
"1976","THE IMPORTANCE OF DEATH","Jul. 14, 1993","1993"
"1977","SPIRIT PLAYS","Jul. 17, 1993","1993"
"1978","A GOOD DAY’S DRIVE","Jul. 18, 1993","1993"
"1979","HEALING IS A PROCESS","Jul. 21, 1993","1993"
"1980","SACRIFICES","Jul. 24, 1993","1993"
"1981","EARTH LIFE VS. ETERNAL LIFE","Jul. 26, 1993","1993"
"1982","THIRD SON BLUES","Jul. 28, 1993","1993"
"1983","BREATHE IN, BREATHE OUT","Jul. 30, 1993","1993"
"1984","HOLY COMMUNION, YET AGAIN","Aug. 01, 1993","1993"
"1985","“GO FOR THE GOLD”?","Aug. 03, 1993","1993"
"1986","JOHN’S “IN THE BEGINNING”","Aug. 05, 1993","1993"
"1987","JACOB’S LADDER TO GOD","Aug. 08, 1993","1993"
"1988","A VISIT WITH CHRIS?","Aug. 10, 1993","1993"
"1989","ILL-HEALTH","Aug. 12, 1993","1993"
"1990","WHO GETS MY BLESSING?","Aug. 14, 1993","1993"
"1991","ANOTHER COMMENT ON MONEY","Aug. 16, 1993","1993"
"1992","ANOTHER YEAR OF “MINISTRY”","Aug. 18, 1993","1993"
"1993","MATTHEW IS TURNING","Aug. 20, 1993","1993"
"1994","A LITTLE OL’ JEWISH MAN","Aug. 22, 1993","1993"
"1995","REFLECTIONS ON A GIFT","Aug. 24, 1993","1993"
"1996","ENLIGHTENMENT… OR, IN OTHER WORDS…","Aug. 26, 1993","1993"
"1997","SCRIPTURE:  A MIXED MESSAGE","Aug. 28, 1993","1993"
"1998","BALANCING… A FORM OF BOTH/AND","Aug. 30, 1993","1993"
"1999","REACTIONS TO A MORNING","Sep. 01, 1993","1993"
"2000","WORRISOME THOUGHTS","Sep. 03, 1993","1993"
"2001","BEING AN OUTSIDER","Sep. 05, 1993","1993"
"2002","ALCOHOL, YET AGAIN","Sep. 07, 1993","1993"
"2003","LESSONS FROM THE NOAH STORY","Sep. 08, 1993","1993"
"2004","A SPIRITUAL ANALYSIS","Sep. 10, 1993","1993"
"2005","TO LISTEN, TO DISCERN, TO ACT","Sep. 12, 1993","1993"
"2006","MY ROLE IN BALANCING","Sep. 14, 1993","1993"
"2007","SOME CURRENT THOUGHTS ON MEDICAL CARE","Sep. 17, 1993","1993"
"2008","HEALTHY EARTH LIFE = BALANCING","Sep. 19, 1993","1993"
"2009","REFLECTIONS ON BABEL","Sep. 23, 1993","1993"
"2010","A WEEKEND TO ANTICIPATE","Sep. 24, 1993","1993"
"2011","REFLECTIONS ON A VISIT","Sep. 28, 1993","1993"
"2012","TITLES","Oct. 01, 1993","1993"
"2013","PROGRESS?","Oct. 04, 1993","1993"
"2014","LESSONS OUT OF ABRAHAM","Oct. 06, 1993","1993"
"2015","AS IN DAYS OF YORE","Oct. 07, 1993","1993"
"2016","A REUNION IT WAS","Oct. 10, 1993","1993"
"2017","SEES, HEARS, RESPONDS…","Oct. 13, 1993","1993"
"2018","ANOTHER CHANGE OF SEASON","Oct. 15, 1993","1993"
"2019","THE WORD OF THE LORD… IS…","Oct. 17, 1993","1993"
"2020","CREATION… AND COVENANT","Oct. 20, 1993","1993"
"2021","SEARCHING FOR SECURITY","Oct. 22, 1993","1993"
"2022","HOLINESS… AND CONVENTION","Oct. 24, 1993","1993"
"2023","A STORY WITH MEANING?","Oct. 25, 1993","1993"
"2024","A TOUCH OF AFFLUENCE","Oct. 26, 1993","1993"
"2025","VIOLENCE AND HEALTH","Oct. 27, 1993","1993"
"2026","A SPIRITED TIME","Oct. 28, 1993","1993"
"2027","AN OLD, OLD LITURGY","Oct. 31, 1993","1993"
"2028","“RACING THROUGH LIFE”","Nov. 04, 1993","1993"
"2029","GIVING TO ME","Nov. 06, 1993","1993"
"2030","A WEEK OF “CATCH-UP”","Nov. 08, 1993","1993"
"2031","FELLOWSHIP THOUGHTS","Nov. 10, 1993","1993"
"2032","ANOTHER ECOLOGICAL “LESSON”","Nov. 12, 1993","1993"
"2033","I LIKE PRAYER","Nov. 13, 1993","1993"
"2034","HARD… BUT IMPORTANT","Nov. 18, 1993","1993"
"2035","IS LIFE SHORT… OR LONG?","Nov. 20, 1993","1993"
"2036","SECULAR THOUGHTS","Nov. 23, 1993","1993"
"2037","MY “CHOSEN” PEOPLE","Nov. 24, 1993","1993"
"2038","SEASONS, SEASONS…","Nov. 27, 1993","1993"
"2039","WHAT I HAVE CHOSEN…","Dec. 01, 1993","1993"
"2040","WANT… AND… OUGHT","Dec. 03, 1993","1993"
"2041","I AM STILL WAITING… AND NOT WAITING","Dec. 04, 1993","1993"
"2042","A TIME TO REST?","Dec. 10, 1993","1993"
"2043","DYING… A STORY","Dec. 11, 1993","1993"
"2044","MINOR DISCOMFORTS","Dec. 13, 1993","1993"
"2045","EXAMINING LIFE","Dec. 15, 1993","1993"
"2046","MEN OF THE “CHRISTMAS STORY”","Dec. 18, 1993","1993"
"2047","MORE MEN… AT “CHRISTMAS”","Dec. 19, 1993","1993"
"2048","I’M STILL HERE…","Dec. 29, 1993","1993"
"2049","A WARNING…","Dec. 31, 1993","1993"
"2050","PAUL SAYS IT…","Jan. 02, 1994","1994"
"2051","SPACE… AND SPIRITS","Jan. 04, 1994","1994"
"2052","THE HOLY SPIRIT!","Jan. 06, 1994","1994"
"2053","SOME COMMENT ON A DRAMA","Jan. 08, 1994","1994"
"2054","WHY PRESBYTERIAN?","Jan. 11, 1994","1994"
"2055","EXPLAINING YOUR “GIFT”","Jan. 13, 1994","1994"
"2056","A TIME TO KILL AND A TIME TO HEAL…","Jan. 15, 1994","1994"
"2057","AM I A PART OF THIS?","Jan. 17, 1994","1994"
"2058","IN THE MIDST OF WINTER","Jan. 19, 1994","1994"
"2059","SELF WORTH","Jan. 21, 1994","1994"
"2060","MY HELP IS…?","Jan. 22, 1994","1994"
"2061","LIFE IS NOT ALWAYS AS IT SEEMS","Jan. 23, 1994","1994"
"2062","A RETURN TO “NORMAL”","Jan. 24, 1994","1994"
"2063","SOME THOUGHTS ON AGING","Jan. 26, 1994","1994"
"2064","A BRONZE SNAKE… AND ME","Jan. 29, 1994","1994"
"2065","LOVE… AND… FEAR","Feb. 01, 1994","1994"
"2066","YOU’RE BEGINNING TO SEE…","Feb. 02, 1994","1994"
"2067","PAIN, LENT, AND PARENTING","Feb. 05, 1994","1994"
"2068","PAIN… AND REIMAGING","Feb. 08, 1994","1994"
"2069","PROLIFERATION… FOR “PURITY”","Feb. 10, 1994","1994"
"2070","A STRANGE, PAINFUL EXPERIENCE","Feb. 12, 1994","1994"
"2071","DANCING… IN PAIN","Feb. 13, 1994","1994"
"2072","CELEBRATE LIFE!","Feb. 17, 1994","1994"
"2073","THREE IMPORTANT THEMES","Feb. 19, 1994","1994"
"2074","GOD’S MANY “ATTRIBUTES","Feb. 21, 1994","1994"
"2075","CONTROL OF PAIN?","Feb. 24, 1994","1994"
"2076","RAINBOW IS A PROMISE","Feb. 26, 1994","1994"
"2077","FREE ASSOCIATION… IN PAIN","Feb. 28, 1994","1994"
"2078","FAITH… IN A POSTMODERN WORLD","Mar. 03, 1994","1994"
"2079","A “POSTMODERN” WORLD?","Mar. 04, 1994","1994"
"2080","THE LORD DOTH TEST…","Mar. 05, 1994","1994"
"2081","POSTMODERN LIFE","Mar. 06, 1994","1994"
"2082","SIN… AND SALVATION","Mar. 08, 1994","1994"
"2083","ATTITUDE IS YOU?","Mar. 11, 1994","1994"
"2084","FAITH OF A CHILD","Mar. 12, 1994","1994"
"2085","AN UPDATE… “A MYSTICAL DANCE”","Mar. 13, 1994","1994"
"2086","THE MANY FACES OF REALITY","Mar. 16, 1994","1994"
"2087","MYSTICAL MEANINGS","Mar. 18, 1994","1994"
"2088","A SPECIAL GIFT…","Mar. 20, 1994","1994"
"2089","REAL LIFE… AND… YOUR LIFE","Mar. 22, 1994","1994"
"2090","REFLECTIONS ON A PSALM AND A","Mar. 23, 1994","1994"
"2091","FORGIVING YOURSELF","Mar. 26, 1994","1994"
"2092","IN THE VALLEY… FEAR NO EVIL","Mar. 30, 1994","1994"
"2093","SPIRITUAL CHALLENGES","Apr. 01, 1994","1994"
"2094","EASTER, YET AGAIN","Apr. 02, 1994","1994"
"2095","ANOTHER “IMPERFECTION”","Apr. 07, 1994","1994"
"2096","A FUNDAMENTAL PERCEPTION?","Apr. 09, 1994","1994"
"2097","DON’T FORGET HEALTH","Apr. 12, 1994","1994"
"2098","KEEP IT UP!","Apr. 14, 1994","1994"
"2099","HEALTH CARE, YET AGAIN","Apr. 16, 1994","1994"
"2100","SAFE IN THE FLOCK","Apr. 25, 1994","1994"
"2101","HEALING IN A HOSPITAL","Apr. 26, 1994","1994"
"2102","RECOVERY, ACCOMPANIED BY PROPHESY","Apr. 29, 1994","1994"
"2103","MORE COMMENTS ON PROPHESY","May. 01, 1994","1994"
"2104","A TURNING POINT?","May. 03, 1994","1994"
"2105","AN OLD… NEW… LESSON/COMMANDMENT","May. 06, 1994","1994"
"2106","FAMILIES","May. 08, 1994","1994"
"2107","YOU REMEMBERED!","May. 10, 1994","1994"
"2108","A DATE… AND ALCOHOL, AGAIN","May. 12, 1994","1994"
"2109","ENDINGS… AND BEGINNINGS","May. 13, 1994","1994"
"2110","SPIRIT IS…","May. 18, 1994","1994"
"2111","I AM… AND HERE","May. 20, 1994","1994"
"2112","PENTECOST AND BABEL","May. 21, 1994","1994"
"2113","HUMAN/SPIRITUAL INTERACTING, AGAIN","May. 24, 1994","1994"
"2114","ANTIBODY","May. 26, 1994","1994"
"2115","DIVERSE SPIRITUALITY","May. 28, 1994","1994"
"2116","MEMORIAL DAY","May. 30, 1994","1994"
"2117","YOUR MISSION… (?)","Jun. 02, 1994","1994"
"2118","EPILOGUE TO A FINE CLASS","Jun. 04, 1994","1994"
"2119","CHURCH IN TURMOIL?","Jun. 06, 1994","1994"
"2120","ANOTHER RETURN","Jun. 07, 1994","1994"
"2121","SOCIAL CAUSES","Jun. 09, 1994","1994"
"2122","THREE “BIBLE STORIES”","Jun. 10, 1994","1994"
"2123","TO SEE LIKE A PHARISEE","Jun. 12, 1994","1994"
"2124","THE PANORAMA OF EARTH LIFE","Jun. 14, 1994","1994"
"2125","ALOHA, YET AGAIN","Jun. 16, 1994","1994"
"2126","WHAT HAS BEEN… WHAT WILL BE","Jun. 19, 1994","1994"
"2127","A VISIT BEGUN","Jun. 21, 1994","1994"
"2128","SPIRIT ABOUNDS!","Jun. 23, 1994","1994"
"2129","CALLED… TO A TASK… OR TO BE?","Jun. 25, 1994","1994"
"2130","LIFE… AS OF NOW","Jun. 28, 1994","1994"
"2131","A SPIRITUAL COMPANION","Jul. 01, 1994","1994"
"2132","THREE IN ONE… TODAY","Jul. 02, 1994","1994"
"2133","INDEPENDENCE","Jul. 04, 1994","1994"
"2134","A TIME TO…","Jul. 06, 1994","1994"
"2135","AN “UPDATE” ON DEATH","Jul. 08, 1994","1994"
"2136","SUMMER PROGRESS","Jul. 12, 1994","1994"
"2137","MODERN LIFE, YET AGAIN","Jul. 15, 1994","1994"
"2138","STEWARDSHIP, YET AGAIN","Jul. 17, 1994","1994"
"2139","THE VIRTUE OF FORGIVENESS","Jul. 22, 1994","1994"
"2140","TO BE BORN AGAIN","Jul. 24, 1994","1994"
"2141","A SPIRITUAL NETWORK","Jul. 26, 1994","1994"
"2142","ANGELS… AND ME","Jul. 29, 1994","1994"
"2143","STORIES… AGAIN","Jul. 30, 1994","1994"
"2144","JOB, SO FAR…","Aug. 03, 1994","1994"
"2145","THE ORGANIZED CHURCH","Aug. 05, 1994","1994"
"2146","THE CHURCH’S ONE FOUNDATION","Aug. 06, 1994","1994"
"2147","YOUR MEDICAL CARE QUESTION","Aug. 08, 1994","1994"
"2148","EMMAUS AND DAMASCUS… ROADS","Aug. 12, 1994","1994"
"2149","GRACE AND FORGIVENESS","Aug. 13, 1994","1994"
"2150","FAMILY AND SPIRITUAL “TROUBLES”","Aug. 15, 1994","1994"
"2151","TEACHING’S COMING UP… AGAIN","Aug. 19, 1994","1994"
"2152","LIFE STORIES","Aug. 21, 1994","1994"
"2153","ADDICTIONS, + AND -","Aug. 23, 1994","1994"
"2154","JOB, JOB, JOB…","Aug. 24, 1994","1994"
"2155","IMPERFECTIONS IN A PERFECT WORLD","Aug. 27, 1994","1994"
"2156","ANGELS… AND THE CHURCH","Aug. 30, 1994","1994"
"2157","YOUR MONEY HANGUP","Sep. 02, 1994","1994"
"2158","LOVE… AND ELECTION","Sep. 04, 1994","1994"
"2159","SCHOLARS ARE A PAIN","Sep. 07, 1994","1994"
"2160","BEGINNING LIFE AGAIN","Sep. 10, 1994","1994"
"2161","PRESBYTERIANS… AND PARTICIPATION","Sep. 11, 1994","1994"
"2162","AN ACTIVE GOD… I CAN BE","Sep. 13, 1994","1994"
"2163","THE GOD DILEMMA","Sep. 14, 1994","1994"
"2164","JANE’S FEARS","Sep. 16, 1994","1994"
"2165","ANOTHER CALL FROM JANE","Sep. 19, 1994","1994"
"2166","THIS WONDERFUL, CRAZY WORLD","Sep. 24, 1994","1994"
"2167","A CHANGE OF SEASON","Sep. 25, 1994","1994"
"2168","DANIEL’S STORY, SO FAR","Sep. 28, 1994","1994"
"2169","THE BUZZ, BUZZ OF LIFE","Oct. 04, 1994","1994"
"2170","STORIES, STORIES…","Oct. 12, 1994","1994"
"2171","WHO’S IN CHARGE?!","Oct. 14, 1994","1994"
"2172","ANOTHER MYSTERY","Oct. 17, 1994","1994"
"2173","My ECOLOGOCIAL “VIEW”","Oct. 21, 1994","1994"
"2174","VALUES AND PERCEPTIONS","Oct. 25, 1994","1994"
"2175","FREE WILL?","Oct. 26, 1994","1994"
"2176","THE STIUMULUS THAT “BURNS”","Oct. 28, 1994","1994"
"2177","IN THE MIDST OF A CITY, II","Oct. 31, 1994","1994"
"2178","LIFE AND DEATH… REVISITED","Nov. 01, 1994","1994"
"2179","ANOTHER SUNRISE","Nov. 03, 1994","1994"
"2180","THE JOY OF GIVING","Nov. 05, 1994","1994"
"2181","TAKE TIME TO BE HOLY… WITH ME","Nov. 09, 1994","1994"
"2182","THOSE WHO SUFFER","Nov. 11, 1994","1994"
"2183","A SLIGHT CHANGE IN GOVERNMENT","Nov. 12, 1994","1994"
"2184","BOTH/AND… IN DANIEL","Nov. 16, 1994","1994"
"2185","A RESPITE","Nov. 18, 1994","1994"
"2186","TWO FRIENDS NAMED ANDY","Nov. 19, 1994","1994"
"2187","YOU’RE “IN THE WAVE”","Nov. 22, 1994","1994"
"2188","WHY THANKS?","Nov. 24, 1994","1994"
"2189","MORE ABOUT “THE WAVE”","Nov. 26, 1994","1994"
"2190","SHE PREACHED ON ANGELS","Nov. 28, 1994","1994"
"2191","I AM WITH YOU","Dec. 03, 1994","1994"
"2192","REFLECTIONS ON REFLECTONS","Dec. 04, 1994","1994"
"2193","SCIENCE AND SPIRIT","Dec. 08, 1994","1994"
"2194","SPIRIT ABOUNDS","Dec. 10, 1994","1994"
"2195","SOME THOUGHTS ON THE MILLENIUM","Dec. 15, 1994","1994"
"2196","ANGELS, YET AGAIN","Dec. 18, 1994","1994"
"2197","A “DIFFERENT” PRE-CHRISTMAS","Dec. 23, 1994","1994"
"2198","INSIGHTS","Dec. 27, 1994","1994"
"2199","MY GIFT OF UNEASINESS","Dec. 29, 1994","1994"
"2200","REFLECTIONS ON A PROPHETIC STORY","Dec. 31, 1994","1994"
"2201","ANOTHER NEW YEAR","Jan. 02, 1995","1995"
"2202","WANTING TO HEAR","Jan. 04, 1995","1995"
"2203","EPIPHANY","Jan. 06, 1995","1995"
"2204","“TRADITIONAL HOLINESS”","Jan. 08, 1995","1995"
"2205","MORE ON “TRADITIONAL HOLINESS”","Jan. 10, 1995","1995"
"2206","MONEY AND EMPTINESS","Jan. 12, 1995","1995"
"2207","DIVERSE CHRISTIAN STORIES","Jan. 14, 1995","1995"
"2208","WHO AM I?","Jan. 18, 1995","1995"
"2209","SOME INSIGHTS ON “YOUR THREE”","Jan. 20, 1995","1995"
"2210","A TRIUNE GOD","Jan. 22, 1995","1995"
